"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
6844208,닭가슴살깻잎볶음,70096,"154","5583",볶음,다이어트,메인반찬,닭고기,[재료] 닭가슴살 300G| 양파 1개| 깻잎 10장 [양념] 간장 2T| 맛술 2T| 다진마늘 1T| 후춧가루 조금| 설탕 1T| 참기름 조금,"2인분",아무나,"30분이내"
6844217,봄동겉절이,183232,"534","6230",무침,초스피드,김치/젓갈/장류,채소류,[재료] 봄동 [양념] 간장 3| 까나리액젓 1| 간장 1| 설탕 1| 올리고당 1| 마늘 1| 깨 1| 참기름 1| 소금 1/2,"2인분",초급,"30분이내"
6844227,매운낙지볶음,63568,"191","1705",볶음,술안주,메인반찬,해물류,[재료] 냉동낙지(절단낙지)| 양파 1개| 청양고추 4개| 홍고추 1개| 소금 1T [양념] 고추장 2T| 다진마늘 1T| 들기름 1T| 고추기름 1ts| 간장 1T| 고추가루 2T| 물엿T 2T| 깨| 후추가루,"2인분",아무나,"10분이내"
6844234,닭볶음탕,61233,"83","787",끓이기,손님접대,국/탕,닭고기,[재료] 닭(손질된거) 1마리| 감자| 당근| 양파 [양념] 고추장 4T| 다진마늘 1T| 고춧가루 4T| 물엿 2T| 간장 5T| 청주 1T| 후추(생략가능) 톡톡| 대파,"3인분",중급,"2시간이상"
6844265,돼지갈비양념,150520,"57","4150",굽기,일상,양념/소스/잼,돼지고기,[재료] 돼지갈비 1600g [돼지갈비 양념] 간장 14T| 물 10T| 설탕 5T| 다진 마늘 3T| 다진 양파 1/2개| 생강 1꼬집| 참기름 1T| 통깨| 후추 1T,"4인분",아무나,"60분이내"
6844306,불고기전골,146435,"69","5703",끓이기,손님접대,국/탕,소고기,[재료] 소고기 불고기감 400g| 양파 1개| 당근 1/4개| 당면 1줌| 양배추 약간| 팽이버섯 1줌| 쪽파 3~4뿌리 [양념재료] 진간장 3숟가락(아빠숟가락기준)| 국간장 2숟가락(아빠숟가락기준)| 설탕 2숟가락(아빠숟가락기준)| 물엿 1숟가락(아빠숟가락기준)| 다진마늘 1숟가락(아빠숟가락기준)| 생강가루 1티스푼| 후추 1티스푼 [다시마육수] 다시마 2쪽| 물 머그컵 3컵,"3인분",아무나,"30분이내"
6844343,계란죽,125053,"27","1940",끓이기,영양식,밥/죽/떡,달걀/유제품,[재료] 밥 1공기| 양파 1/2개| 계란 2개| 파(or부추)| 당근 1/3개| 소금(입맛대로)| 참기름 2스푼| 다시마 5장,"2인분",아무나,"30분이내"
6844401,돼지갈비찜,108835,"79","943",찜,손님접대,메인반찬,돼지고기,[재료] 돼지갈비 찜용 4근| 무| 당근| 대파| 양파 [갈비양념 만능소스] 진간장 2컵| 설탕 1컵| 맛술 1컵| 물 2컵| 다진마늘 1/2컵| 참기름 1/4컵| 대파 1컵| 다진생강 1/2스푼?,"6인분이상",중급,"2시간이상"
6844416,매운족발,64345,"22","1069",볶음,초스피드,메인반찬,돼지고기,[주재료] 남은 족발 2/3(小기준) [양념] 고추장 2큰술| 청양고추가루 1큰술| 간장 2큰술| 올리고당 1.5큰술| 참기름 1티스푼| 깨 조금,"2인분",아무나,"10분이내"
6844423,잡채밥,66574,"19","755",볶음,손님접대,밥/죽/떡,채소류,[잡채] 당면 1줌( 500원크기)| 당근 1/3개| 양파 1/2개| 표고버섯(or버섯) 슬라이스 1줌| 돼지고기(잡채용) 조금| 소금| 후추| 식용유 [양념] 마늘| 국간장 1큰술| 양조간장 2큰술| 설탕 1.3큰술| 물 1.5컵(종이컵)| 국간장 1큰술| 굴소스 2큰술| 고추기름 2큰술| 청양고추| 참기름| 깨,"2인분",초급,"30분이내"
6844434,밥솥구운계란,85330,"9","83",굽기,간식,디저트,달걀/유제품,[재료] 계란(개수무관)| 소금 약간| 물,"4인분",아무나,"60분이내"
6844485,해물찜,76110,"240","2872",찜,손님접대,메인반찬,해물류,[해물찜 해물재료] 새우 10개| 오징어 1마리| 관자 3덩어리| 콩나물 1봉지 [육수재료] 멸치| 다시마 [양념재료] 전분 2큰술| 고춧가루 4큰술| 다진마늘 1큰술| 다진파 2큰술| 다진생강 1t| 소금 | 설탕 1t| 참기름 1~2방울,"3인분",초급,"30분이내"
6844500,닭볶음탕,56874,"19","197",끓이기,손님접대,국/탕,닭고기,[재료] 닭(닭볶음탕용)| 감자| 양파| 대파| 고추장 3| 고춧가루 4| 간장 3| 물엿 2| 맛술 3| 다진 마늘 1| 설탕 1| 후추,"4인분",중급,"60분이내"
6844501,동태탕,79341,"41","2519",끓이기,일상,국/탕,해물류,[재료] 동태 2마리| 대파 1대| 청양고추 5개| 무 1/2개| 소금 약간 [양념] 고추가루 5T| 간장 2T| 국간장 3T| 다진마늘 2T| 고추장 1T| 소금 1T,"3인분",아무나,"30분이내"
6844505,카레,125542,"9","195",끓이기,일상,양념/소스/잼,돼지고기,[재료] 양파 1개| 감자 1개| 당근 1/4개| 돼지고기 200g| 카레가루,"4인분",아무나,"30분이내"
6844546,시래기된장지짐,79586,"32","3845",끓이기,일상,밑반찬,채소류,[재료] 무시래기 200g| 멸치(중멸) 15마리 [양념] 국간장 1큰술| 된장 1큰술| 설탕 1작은술| 들기름 1큰술| 올리브유 1큰술| 다진마늘 2/3큰술| 다진파 1큰술| 고추가루 1큰술| 물 1컵,"4인분",초급,"60분이내"
6844572,콩나물볶음,69590,"21","2340",볶음,일상,밑반찬,채소류,[재료] 콩나물 1/2봉| 대파 1대| 청양고추 1개 [양념] 들기름 1T| 고추가루 1ts| 소금 1ts| 다시다 1/3ts| 깨| 물 1컵(소주잔),"2인분",아무나,"10분이내"
6844621,양장피,72862,"19","586",볶음,손님접대,메인반찬,돼지고기,[재료] 양장피 100g| 돼지고기 200g| 맛살 150g| 오징어 1마리| 새우 10마리| 오이 1개| 당근 2/3개| 표고버섯 4개| 양파 1/2개| 노란 파프리카 1개 [돼지고기 양념재료] 굴 소스 1/2t| 다진 마늘 1t| 청주 1/2t| 생강가루 1/4t| 후춧가루 약간| 설탕 1/2t| 참기름 약간 [표고버섯 양념재료] 간장 2t| 설탕 1/2t| 다진 마늘 1/2t| 참기름 약간 [겨자소스 재료] 연겨자 3T| 사이다 4T| 식초 2T| 매실청 1T| 다진 마늘 1/2T| 설탕 1t| 소금 약간,"4인분",초급,"60분이내"
6844686,밀푀유나베,105147,"126","1601",끓이기,손님접대,국/탕,채소류,[재료] 샤브고기| 알배추| 숙주| 청경채| 깻잎| 느타리버섯| 표고버섯| 멸치다시마육수| 소금 [밀푀유나베 소스] 진간장 3T| 식초 1T| 다진마늘 1t| 육수 2T| 올리고당 1T| 레몬슬라이스 2조각,"6인분이상",아무나,"30분이내"
6844701,멍게젓갈,65387,"22","321",무침,일상,김치/젓갈/장류,해물류,[재료] 멍게 2kg| 풋마늘| 땡초 5개| 굵은소금 [멍게젓갈 양념] 고춧가루 5T| 마늘 2T| 액젓 1T| 설탕 1/2큰술| 통깨| 참기름,"6인분이상",초급,"2시간이상"
6844703,된장찌개,218911,"31","577",끓이기,일상,찌개,채소류,[된장베이스] 무| 된장| 쌀뜬물 [삼겹살 된장찌개] 애호박| 양파| 대파| 청양고추| 두부| 삼겹살| 고춧가루| 다진마늘,"3인분",초급,"60분이내"
6844739,에그인헬,74041,"23","1320",끓이기,손님접대,양식,달걀/유제품,[재료] 계란 2개| 우유 100ml| 토마토소스 400g| 모차렐라치즈 100g| 베이컨 120g| 양파 1개| 비엔나소세지 10개| 청양고추 2개| 피망 1/2개| 통마늘 3쪽| 양송이버섯 2개| 바질(or쪽파or파슬리) 조금 [재료] 소금 약간| 올리브오일 3스푼| 후추,"2인분",아무나,"30분이내"
6844768,돼지갈비찜,64902,"11","133",찜,손님접대,메인반찬,돼지고기,[갈비찜 재료] 마른고추 3개| 당근 1/2개| 청양고추 2개| 월계수잎 2장| 배즙 1/3컵| 양파즙 1/3컵| 대파 1대| 양파 1개| 올리브유 2큰술| 정종 1/3컵| 후추 1작| 매실액 1/3컵| 돼지갈비 2근| 간장 1/2컵| 물 3컵| 설탕 1/2컵| 다진마늘 2큰술| 다진생강 1큰술 [갈비 삶는 재료] 월계수잎 2장| 통후추 1작은술,"3인분",고급,"60분이내"
6844804,계란말이,118463,"82","5046",부침,일상,밑반찬,달걀/유제품,[재료] 계란 4개| 당근(다진거)| 대파(다진거)| 햄(다진거)| 소금,"2인분",아무나,"15분이내"
6844834,만두국,57693,"42","623",끓이기,일상,국/탕,가공식품류,[재료] 냉동만두 10~15개| 떡국떡 1+1/2컵| 계란 1개| 김가루 김 1장| 파 1/2컵| 마늘 1/2큰술,"1인분",아무나,"10분이내"
6844847,식빵피자,70384,"46","1372",굽기,간식,빵,밀가루,[재료] 식빵 4장| 방울토마토 1줌| 블랙올리브 슬라이스| 피망| 양파| 토마토소스| 모짜렐라치즈,"2인분",아무나,"15분이내"
6844849,꼬리곰탕,78979,"14","487",끓이기,영양식,국/탕,소고기,[재료] 소꼬리| 파| 마늘| 양파 [양념] 소금| 간장| 파| 마늘,"6인분이상",초급,"2시간이상"
6844867,파김치,327710,"48","1480",절임,초스피드,김치/젓갈/장류,채소류,[재료] 쪽파 | 까나리액젓(or멸치액젓) 1컵| 고춧가루 2컵| 올리고당(or설탕) 1/3컵| 깨소금 적당히,"6인분이상",아무나,"30분이내"
6844922,돼지고기김치찌개,56471,"51","494",끓이기,일상,찌개,돼지고기,[재료] 배추김치| 돼지고기| 쌀뜨물| 새우젓 1/2숟가락| 국간장 1숟가락| 다진마늘 1숟가락| 고춧가루 2숟가락| 된장 1/2숟가락| 청양고추| 파,"4인분",초급,"30분이내"
6844934,파채무침,182170,"49","6658",무침,일상,밑반찬,채소류,[재료와 양념] 대파 5대| 진간장 1스푼| 액젓 1/2스푼| 매실청 1스푼| 고춧가루 1+1/2스푼| 설탕 1/2스푼| 참기름 약간| 통깨 약간,"4인분",아무나,"10분이내"
6844937,톳나물무침,70681,"12","876",무침,일상,밑반찬,해물류,[재료] ??톳 1팩| 멸치액젓 5큰술| 현미식초 5큰술| 고춧가루 3큰술| 파| 마늘| 통깨,"6인분이상",아무나,"10분이내"
6845002,깻잎장아찌,58230,"13","256",절임,일상,밑반찬,채소류,[주재료] 삭힉깻잎 1뭉치(6천원치)| 양파(작은것) 1/4개정도| 당근(작은것) 1/3개정도| 파 3~4뿌리정도 [양념소스 재료] 고춧가루 3~4숟가락| 양조간장(진간장) 1/2컵(100cc 정도)| 까나리액젓 2숟가락| 매실액 1숟가락| 마늘 1숟가락| 물(다시육수물) 1컵| 쌀엿(올리고당) 1숟가락| 참깨 적당히,"4인분",아무나,"30분이내"
6845071,함박스테이크소스,57942,"10","258",굽기,손님접대,양념/소스/잼,육류,스테이크소스 1/2컵| 돈까스소스 2스푼| 케첩 2스푼| 물 1/2컵| 매실액 1스푼| 다진마늘 2스푼| 양송이버섯 4개| 양파 1/2개,"1인분",아무나,"10분이내"
6845078,무말랭이무침,153171,"138","1878",무침,일상,밑반찬,채소류,[주재료] 무말랭이 3주먹(국그릇양)| 말린고춧잎 조금 [양념재료] 고춧가루 5~6숟가락| 까나리액젓 3숟가락| 양조간장 6숟가락| 올리고당 2숟가락| 쌀엿 3숟가락| 매실액 조금| 마늘 1숟가락| 참깨 솔솔,"4인분",아무나,"30분이내"
6845113,소고기무국,857386,"240","39859",끓이기,일상,국/탕,소고기,[재료] 무 1/3개| 소고기(국거리용)| 대파 1개 [양념] 참기름 2T| 간마늘 1T| (집)국간장 4T| 멸치육수(쌀뜨물가능) 적당량,"2인분",아무나,"30분이내"
6845120,즉석떡볶이,70786,"19","434",볶음,간식,밥/죽/떡,쌀,[재료] 떡볶이떡 500g| 어묵 3~4장| 비엔나소세지 먹을만큼| 삶은계란 인원수대로| 양배추 약간| 당근 약간| 파 약간| 물(국그릇) 2그릇 [양념장] 고추장 3아빠숟가락| 고춧가루 2아빠숟가락| 설탕 3아빠숟가락| 진간장 5아빠숟가락| 올리고당 2아빠숟가락,"4인분",아무나,"30분이내"
6845128,홍어무침,168188,"18","1027",무침,손님접대,메인반찬,해물류,[재료] 홍어 800g| 미나리 1/2단| 오이 1개| 배 1개| 절인 무 2컵 [홍어 무침 소스] 다진 생강 1작은 술| 다진 마늘 3큰 술| 고추장 3큰 술| 고운 고춧가루 2/3컵| 일반 고춧가루 1/4컵| 3배 식초 1/3컵| 설탕 1/2컵| 올리고당 1/4컵| 소금 조금| 통깨,"2인분",고급,"60분이내"
6845227,콘치즈,308604,"1283","11545",볶음,술안주,디저트,가공식품류,[재료] 옥수수통조림 100~150g| 버터 1큰술| 마요네즈 적당량(취향것)| 피자치즈 약간| 파슬리 약간,"2인분",아무나,"10분이내"
6845318,소고기야채죽,123958,"17","925",끓이기,영양식,밥/죽/떡,소고기,[재료] 소고기| 양파| 당근| 호박| 새송이버섯| 표고버섯 [양념] 참기름| 소금,"3인분",초급,"30분이내"
6845370,육회비빔밥,61021,"11","440",비빔,손님접대,밥/죽/떡,소고기,[재료] 소고기(육회부위)| 상추| 오이| 계란노른자| 날치알 [육회양념] 간장1T| 소금1t| 맛술1t| 설탕3T| 통깨2T| 마늘| 참기름| 김(가루)| 약고추장or초고추or고추장,"1인분",고급,"10분이내"
6845374,새우젓콩나물국,79291,"222","2439",끓이기,초스피드,국/탕,채소류,[재료] 콩나물 2줌| 다진마늘 0.5T| 새우젓 1t| 청양고추 1개| 송송 썬 쪽파 1줌,"2인분",아무나,"30분이내"
6845393,돼지국밥,110926,"14","626",끓이기,해장,밥/죽/떡,돼지고기,[재료] 돼지사골| 대파| 부추 [양념] 통후추| 월계수잎,"6인분이상",중급,"2시간이상"
6845428,제육볶음,1151583,"161","61116",볶음,일상,메인반찬,돼지고기,[제육볶음재료] 돼지고기앞다리살 1근| 양파 1개| 당근 1/3개| 마늘 1스푼| 파 약간| 고추 기호에맞게 [재육볶음양념장] 간장 2스푼| 물엿 1스푼| 매실액 2스푼| 고추장 1스푼| 고춧가루 2스푼| 후추가루 약간,"2인분",초급,"30분이내"
6845499,찜닭,71750,"32","748",찜,일상,메인반찬,닭고기,닭볶음탕용 닭 10호| 감자| 고구마| 양파| 대파| 당근| 청양고추| 당면| 감자수제비 양념장 재료 - 간장 1컵| 설탕 반컵| 맛술 반컵| 다진마늘 1스푼| 물 1컵| 간생강 약간| 참기름 살짝| 캬라멜소스,"4인분",중급,"30분이내"
6845500,닭볶음탕,84402,"123","1007",끓이기,일상,국/탕,닭고기,닭볶음탕용닭 1마리| 양파| 당근| 감자| 대파| 청양고추| 간장 8| 고추장 4| 고추가루 3| 다진마늘 1| 청주| 올리고당 3| 후추 약간| ,"4인분",중급,"30분이내"
6845505,쭈꾸미볶음,85272,"12","192",볶음,술안주,메인반찬,해물류,[재료] 쭈꾸미| 양배추| 대파 [양념] 고추장 1| 고추가루 2| 설탕 1| 올리고당 2| 간장 2| 마늘 1| 후추| 참기름,"2인분",초급,"30분이내"
6845554,도토리묵무침,56383,"10","1960",무침,일상,밑반찬,가공식품류,[재료] 도토리묵 1/2모| 상추 5장| 양파 1/4개| 당근 채 1/2줌| 오이 1/4개| 미나리 1줌| 풋고추 1/2개| 홍고추 1/2개 [양념장] 진간장 1+1/2큰술| 고추가루 1큰술| 매실액 1큰술| 다진마늘 1/3큰술| 설탕 1/3큰술| 사과 식초 1/2큰술| 참기름 1큰술| 통깨 1/2큰술,"2인분",아무나,"10분이내"
6845709,고추장애호박찌개,89758,"53","1133",끓이기,일상,찌개,채소류,[재료] 돼지고기 앞다리살 200g| 애호박 1개| 양파 1/2개| 대파 1/2뿌리| 청양고추 2개| 마늘 3톨| 물 종이컵 3컵 [양념] 고추장 크게 1아빠숟가락| 고춧가루 1아빠숟가락| 국간장 2아빠숟가락| 새우젓 1/2아빠숟가락| 들기름 2아빠숟가락,"2인분",아무나,"30분이내"
6845735,쑥국,114210,"17","351",끓이기,일상,국/탕,채소류,[재료] 쑥 1바구니| 멸치 1줌(다신물)| 된장 (듬뿍) 2T| 들깨가루 2T,"4인분",아무나,"30분이내"
6845809,밥솥구운계란,169261,"46","2010",굽기,간식,디저트,달걀/유제품,[주재료] 달걀 25개| 물 5컵(200cc컵으로)| 소금 1숟가락| 식초 1숟가락| 키친타올 2어장,"6인분이상",아무나,"90분이내"
6845830,쑥버무리,61421,"4","214",찜,영양식,밥/죽/떡,채소류,[재료] 쑥 1바구니| 쌀 3컵| 소금 1작은술| 물 1/2컵,"6인분이상",초급,"60분이내"
6845919,LA갈비구이,84920,"12","327",굽기,영양식,메인반찬,소고기,[주재료] LA갈비 13장| 양조간장| 파| 마늘| 생강가루(생강)| 흑설탕(설탕)| 양파| 사과(배)| 매실청| 쌀엿| 참기름| 참깨 [LA갈비양념소스재료] 간장 1/2컵(종이컵보다조금큰컵)| 생강가루 1숟가락| 흑설탕(설탕) 1숟가락| 매실청 1숟가락| 올리고당 (쌀엿) 1숟가락| 참기름 1숟가락| 참깨 1숟가락| 사과 1/2개| 양파큰것 1/2개| 대파 송송 6~7숟가락,"4인분",아무나,"2시간이상"
6845951,도토리묵사발,70602,"12","159",기타,초스피드,국/탕,가공식품류,[재료] 묵 2팩| 오이 1/2개| 영양부추 1/10| 김치 2T [양념] 간장 2T| 식초 2T| 다시마.가스오부시육수 2C| 설탕 1T| 소금 조금| 깨 조금,"2인분",초급,"15분이내"
6845952,크래미유부초밥,82787,"271","2779",기타,도시락,밥/죽/떡,가공식품류,[재료] 유부 초밥세트 15개분량| 크래미 5개| 오이 1/2개| 허니머스터드 1.5숟갈| 마요네즈 1.5숟갈,"2인분",아무나,"30분이내"
6845961,알타리무김치,80574,"5","181",절임,일상,김치/젓갈/장류,채소류,[재료] 알타리무 5단| 고춧가루 6컵| 사과 1개(큰거)| 양파 2개| 새우젓 3스푼| 액젓 2컵| 소금 2컵| 마늘 1컵| 찹쌀풀| 울금가루 1/2스푼 [찹쌀풀] 찹쌀가루 4스푼| 물 3컵,"6인분이상",초급,"90분이내"
6845979,바질페스토파스타,97524,"15","1722",볶음,초스피드,면/만두,채소류,[바질페스토파스타 재료] 바질페스토 2~3T| 마늘 3~5개| 스파게티면 1인분| 페페론치노 3~5개| 소금 조금| 후추 조금| 올리브오일,"1인분",초급,"30분이내"
6845980,어묵볶음,99137,"51","670",볶음,초스피드,밑반찬,가공식품류,[재료] 사각어묵 4장| 감장(중) 1개| 당근 약간| 양파 1/4개| 대파 [볶음양념] 마늘오일 2큰술| 설탕 1큰술| 간장 3큰술| 생수 1/3컵| 참기름| 통깨,"4인분",아무나,"15분이내"
6845981,콩나물밥,264260,"103","13370",비빔,일상,밥/죽/떡,채소류,[재료] 쌀 3컵| 콩나물 300g| 굵은소금 1/2큰술 [양념장] 대파 하얀부분 1/2대| 청양고추 2개| 홍고추 1/2개| 진간장 8큰술| 설탕 1큰술| 통깨 1큰술| 참기름 1/2큰술| 고춧가루 1큰술| 다진마늘 1작은술,"3인분",아무나,"30분이내"
6846028,닭볶음탕,281874,"460","7192",끓이기,일상,국/탕,닭고기,[재료] 닭(닭도리탕용) 1마리| 양파 1개| 대파 1뿌리| 청양고추 2~3개| 감자 큰거2개 [양념] 고추장 3큰술듬뿍| 고춧가루 4큰술| 진간장 3큰술| 다진마늘 2큰술| 소주 약간| 굴소스 2큰술| 설탕 1/2큰술| 물엿 2큰술| 후추 약간| 참기름 1/2큰술 (마지막에),"3인분",중급,"30분이내"
