genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Racing|Arcade|Automobile|,"Oct 23, 2018",E,GameMill Entertainment,49,Bamtang,Nickelodeon Kart Racers,6.1,"A new multi-player console racing game, Nickelodeon Kart Racers! Select a racer from one of your favorite Nickelodeon series, including SpongeBob, Patrick, and Sandy from SpongeBob SquarePants, Leonardo, Raphael, Michelangelo, and Donatello from Teenage Mutant Ninja Turtles, Arnold and Helga"
Action|General|,"Mar 11, 2016",E10+,Total Monkery,49,Total Monkery,MagNets: Fully Charged,4.1,"Coming from UK studio Total Monkery, MagNets: Fully Charged is an arcade style collect-athon where you control a small robot called Faraday"
Sports|Team|Ice Hockey|Arcade|,"Nov 29, 2017",M,V7 Entertainment Inc.,49,V7 Entertainment Inc.,Bush Hockey League,tbd,"Experience hockey the way it was meant to be played in this old school arcade style hockey game where blood on the ice is just another day at the rink. 70s afros, big moustaches, no helmets, dirty hits, bench-clearing brawls, goalie fights, stick fights, ref abuse and locker room language  that's Old Time Hockey. Players in this league live by one simple rule - Never look at the puck, just take the body. Timely hits are crucial in this dangerous sport where getting on fire is the difference between winning and losing."
Role-Playing|Strategy|Real-Time|Action RPG|Defense|,"Mar 20, 2019",T,PQube,48,Ares Games,Hell Warders,tbd,"Assume the role of one of the mighty Hell Warders, an ancient order of heroes with unique powers and abilities, to resist the demon hordes head-on. Push back wave after wave of Hell-spawn with an arsenal of weapons, rip apart their fearsome commanders with powerful hero skills, and deploy your army of knights, archer. Combine forces with up to 4players and battle the legions of evil."
Action|General|Shooter|First-Person|Arcade|,"Apr 29, 2016",T,Digerati Distribution,48,Code Avarice,Paranautical Activity,3.8,Paranautical Activity is a rougelike first-person shooter that I could best describe as a mix of Minecraft-style characters with a room
Sports|Racing|General|Individual|Biking|,"Jun 18, 2015",E,Focus Home Interactive,48,Cyanide,Tour de France 2015,6.7,"Assume the role of a professional rider competing in the “Grande Boucle”. Immerse yourself in this virtual challenge and experience the high-octane adrenaline and thrills of the greatest champions in the sport today. Select one of the official teams participating in the Tour and embark on a fabulous Tour de France 2015 that will take you through Holland and the cobbled routes of Northern France, to the summits of the mythical climbs and the legendary final on the Champs-Elysées. [Focus Home]"
Driving|Racing|General|General|Arcade|Automobile|,"Nov 22, 2013",T,Microsoft Game Studios,48,Twisted Pixel Games,LocoCycle,4.1,"Awesome fun game that deserves MUCH higher ratings. If you like fast, intense arcade-style gaming with a pop-culture references and jokes all around, LocoCycle is the game. Every stage brings up entirely new game mechanics so it never gets boring. Thanks for that!"
Action Adventure|Adventure|Point-and-Click|Linear|,"Apr  1, 2016",E,Soedesco,48,Vertigo Games,Adam's Venture: Origins,5.2,"<span class=""blurb blurb_collapsed"">Adam’s Venture Origins<br/>A surprisingly awesome adventure<br/>Adam’s Venture Origins is an action adventure puzzle game where you play as Adam…</span>"
Action|Beat-'Em-Up|3D|,"Mar 17, 2015",T,Koei Tecmo Games,48,Omega Force,Bladestorm: Nightmare,6.7,"Bladestorm signifies a break from the tradition of basing games on Japanese and Chinese history by being set within the Hundred Years' War. This infamous European conflict between the English and French provides the setting in which hundreds upon hundreds of soldiers clash on the battlefield. The successful completion of missions depends on a myriad of elements that put the player’s scraping abilities, strategy, tactical and leadership skills to the test. The Mercenary does not hit the field alone, but as the commander of an army unit chosen to fit each individual situation as some missions are better fought with foot soldiers, others with lances, archers, light cavalry, or a combination of melee, ranged and mounted units. "
Action Adventure|Survival|,"Feb 21, 2017",M,Rainy Night Creations,48,Rainy Night Creations,Vaccine,tbd,None
Adventure|3D|First-Person|,"Jan 30, 2018",T,Nilo Studios,47,Nilo Studios,Asemblance,6.8,"You wake to find yourself trapped inside an experimental machine... A machine built to simulate memories. You no longer recall why you entered, but an AI voice guides you. Trying to escape, you face memories from a past you may not want to remember. But what is real? Are these memories your"
Adventure|Visual Novel|,"Jul 16, 2020",M,Whitethorn Digital,47,Insatiable Cycle LLC,We should talk.,tbd,"<span class=""blurb blurb_collapsed"">It's not what you say, it's how you say it. We should talk is a short-form narrative game that will make you think carefully about the words you choose. Can your relationship survive the night? <br/><br/>In We should talk, you'll use the sentence spinner to piece together modular sentences in</span>"
Racing|Arcade|Automobile|,"Sep  4, 2015",E,Eclipse Games,47,Eclipse Games,Super Toy Cars,4.6,"Super Toy Cars is a tabletop arcade combat racing game featuring fast, cool-looking cars, impressive tracks made of everyday objects, and a bunch of power-ups that will let you destroy your opposition. Collect all the cars and upgrades to keep up with the competition as you progress in career mode, or have a quick race against AI opponents or friends. You can even play with up to four players locally."
