genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|General|,"Nov 26, 2020",None,No Gravity Games,50,No Gravity Games,Picklock,tbd,"<span class=""blurb blurb_collapsed"">You are a thief. Alias Picklock. Examine the robbery scene. Break in. Sneak and steal. Escape. Become a pro! Enjoy Picklock, a strategic adventure with isometric view and voxel graphics!<br/> <br/>FEATURES:
• isometric mix of strategy, adventure and stealth;
• 13 challenging missions;
• real</span>"
Simulation|Virtual|Career|,"Sep 23, 2021",E10+,Curve Digital,50,Muse Games,Embr,tbd,"As people who’ve been following the site for quite some time should be well aware, if there’s an oddball game out there to play I’m generally"
Action Adventure|Sandbox|,"Dec  7, 2020",None,505 Games,50,Digital Continue,Drawn to Life: Two Realms,4.6,"Drawn to life two realms isn't a perfect game to say the least but, its amazing to see one of the most interesting yet odd titles on the ds get a new addition in over a decade. It genuinely starts off after the events of next chapter, the gameplay is a little different instead of worlds and platform levels to explore your bouncing back and forth from one Realm to another doing platform puzzles solving issues through those platform puzzles. I hope to see more of this series and see more of these characters."
Action|Shooter|First-Person|Arcade|,"Feb 14, 2019",M,Gameloft,50,Gameloft,Modern Combat: Blackout,4.0,"When I saw the game in the eshop ,I thought that they ported also donetskoy the room only charge.But I was wrong.They really have chosen all the unnecessary things accumulated over the years and the game finally looks not ashamed."
Action|Fighting|3D|,"Aug 28, 2020",T,Bandai Namco Games,50,Spike Chunsoft,Jump Force: Deluxe Edition,7.5,"Choose from over 50 playable characters and battle it out in locations that mix the Real World and the Jump World. Create your own character and join the jump force, an alliance of the most powerful manga heroes from Dragon BALL, One piece, Naruto and much more. Unite to fight with up to 6 players on one Console via exclusive 3 vs 3 offline multiplayer. "
Action|Beat-'Em-Up|2D|,"Oct 12, 2017",E,Ratalaika Games,50,Ratalaika Games,Squareboy vs. Bullies: Arena Edition,5.0,"<span class=""blurb blurb_collapsed"">Someone needs to teach those Bullies a lesson in pain, so why not let it be you?<br/><br/>Squareboy vs Bullies is an old school beat 'em up by Rohan Narang that follows the titular Squareboy and his quest for Justice!

For far too long the bullies have gone unpunished and with no one else to put</span>"
Role-Playing|General|,"May 31, 2018",M,Good Shepherd Entertainment,50,Italo Games,Milanoir,5.0,"By the time I had booted up Milanoir, I had forgotten what the trailer showed and why I was interested in it. Seeing the name Good Shepherd"
Action Adventure|Open-World|,"Aug  7, 2019",T,"Stingbot Games, Inc.",50,"Stingbot Games, Inc.",The Forbidden Arts,tbd,"The Forbidden Arts is an action adventure platformer with a focus on discovery and exploration. When the hero of the game, Phoenix, seeks the counsel of a druid to make sense of his visions, she awakens the latent pyromancy within him. This begins an epic journey from Phoenix’s humble beginnings as he seeks to master the element of fire."
Role-Playing|Action Adventure|Japanese-Style|Open-World|,"Jul 17, 2018",E10+,Bandai Namco Games,50,Bandai Namco Games,Adventure Time: Pirates of the Enchiridion,5.2,"It's Adventure Time! Finn and Jake have saved the Land of Ooo more times than they can count -- but, this time, they might be in over their heads. Somebody's up to bad biscuits. They got their hands on another Enchiridion, and they've somehow used it to flood the Land of Ooo. Help Finn and Jake as they take to the high seas to solve this latest mystery and save the kingdoms of Ooo in this all-new third-person puzzle adventure. Freely explore unknown waters and familiar kingdoms with your crew of Adventure Time buddies. Unleash your heroes' unique abilities in exciting tactical battles on land and sea, and interrogate pirates and other suspicious characters as you try to figure out what son of a blee blop is behind this disastrous series of events."
Miscellaneous|Party / Minigame|,"May  8, 2020",E10+,Digital Continue,49,Digital Continue,SuperMash,4.7,"SuperMash is a game that makes games! Mash together two game genres to get a completely unique new game each time, then challenge your friends to see how they do. Jume’s game shop is in trouble, and she needs her brother Tomo’s help to save it! Mash together iconic genres to create never-before-seen gaming experiences. Jump through classic Platformer levels with a tactical Stealth character, fight as spaceships in engaging JRPG battles, and more! Anything is possible with SuperMash’s emergent game system, which creates a unique game every time you play. You can even customize your Mashes with the help of Dev Cards! Think the Mash you made is impossible? Share its MASH Code with a friend or streamer and see if they can beat it."
Action Adventure|General|,"Oct 18, 2019",E,Outright Games,49,Blue Sky Studios,Ice Age: Scrat's Nutty Adventure,4.3,"Join Scrat’s quest for the Crystal Nuts. Ice Age’s favorite sabre-tooth squirrel, Scrat, is at it again in an all-new adventure! A mysterious mechanism in an ancient Scratazon Temple, has locked away his prized possession – and the only way to get it back is an epic quest to find four legendary Crystal Nuts, scattered across the land. It’s up to you to guide Scrat through a hilarious 3D action-adventure, where you’ll face fierce prehistoric creatures, survive crazy calamities, and return the missing relics to their rightful home."
Strategy|Management|Business / Tycoon|,"Jan 23, 2021",None,OverGamez,49,rionix,The Unexpected Quest,6.7,"<span class=""blurb blurb_collapsed"">Adventure game with strategy and management elements in a medieval fantasy setting.<br/> <br/>Embark on quests, hunt down treasures and manage your resources as you build, battle, cast magic and brew potions to bring order to the world.

EXPLORE
Strange creatures living in different locations</span>"
Puzzle|Action|,"Mar  8, 2018",E,Ratalaika Games,49,Petite Games,Midnight Deluxe,3.8,"In this golf-esque game with a perpetual darkness setting, your task is to guide a little square-shaped fairy, named Midnight. Use your controller or touch-screen controls, to launch Midnight into the night sky, but watch out! The world of Midnight is a dangerous one thanks to the likes of spikes, circular saws and plenty of other dangerous objects and even if you do manage to get Midnight into the safe zone, to advance to the next level, there’s the added challenge of trying to complete each level in the least amount of shots as possible to get all three Stars. [Nintendo]"
Action|Beat-'Em-Up|2D|,"Jun  5, 2018",T,Saber Interactive,49,Big Deez Productions,Shaq Fu: A Legend Reborn,6.4,"Shaq Fu: A Legend Reborn is what the original game should have been an instant classic. We're talking Streets of Rage meets Street Fighter meets Devil May Cry. It's a modern day take on the classic beat 'em up. Play as Shaquille O'Neal learn hundreds of moves and battle techniques, take on"
Puzzle|Matching|,"Apr  4, 2018",M,Ktulhu Solutions,49,Ktulhu Solutions,Metropolis: Lux Obscura,5.3,This is an amazing game! I absolutely love the graphic novel component of the game. I wish other games visually told stories like this. It's
Miscellaneous|Party / Minigame|,"Nov  6, 2018",E10+,2K Games,49,Mass Media,Carnival Games for Nintendo Switch,4.1,"Carnival Games brings the party back for the entire family -- now for the first time on Nintendo Switch! Hit home runs, pile the highest stack of cakes, and take your horse to the finish line. With 20 exciting mini-games inspired by the fun of a county fair, you and your friends will be stepping right up to win again and again! Through the power of the Nintendo Switch, Carnival Games can be played alone or with up to four players simultaneously wherever and whenever!"
Action|Platformer|2D|,"Mar 12, 2020",M,Silesia Games,49,Myoubouh Corp,Brotherhood United,tbd,"When the time of crisis comes and one of your friends is captured, you gotta stand your ground and fight for your partners. When someone messes with the brotherhood, you make sure they pay for that, no matter what. Pick your guns and blast your way through hordes of enemies on this run and gun game as a member of the Brotherhood who leaves no friend behind."
Action|Action Adventure|General|Platformer|2D|,"Nov  5, 2020",None,Blowfish Studios,49,Bitmap Galaxy,YesterMorrow,tbd,None
Action|Platformer|2D|,"Jan 29, 2022",E10+,Ultimate Games,49,Ultimate Games,Broken Blades,tbd,"Broken Blades is a platform, 2D action game with beautiful, fairy-tale graphics, in which we struggle with hordes of monsters and powerful bosses. Our hero is armed with a sword that can be improved as the game progresses by gaining randomly generated magic shards. The appearance and power"
Strategy|Real-Time|Tactics|,"Feb  5, 2019",M,Merge Games,48,Merge Games,Riot: Civil Unrest,tbd," RIOT – Civil Unrest is the highly anticipated real-time riot simulator that places the player right in the heart of some of the world’s most fractious clashes. Campaigns include: Indignados (Spain), Arab Spring (Egypt), Keratea (Greece) and NoTAV (Italy). Seventeen single level scenarios"
Action|Shooter|Third-Person|Arcade|,"Aug 20, 2018",T,Cosmoscope GmbH,48,Cosmoscope GmbH,Morphies Law,5.5,"Morphies Law is a 3rd person 3D shooter through which you can steal mass from other players making them shrink while you grow, which balances the game. Size affects everything! what you can do, how you can navigate the different maps, how to play each gamemode and more. Customize your Morphie, choose your weapons and go steal some mass."
Puzzle|Matching|,"Jul 20, 2017",E,Arc System Works,48,Arzest,Boost Beast,5.5,"BOOST BEAST is a defense puzzle game where players defeat the invading horde of zombies by clearing blocks and summoning animals. A sudden virus outbreak has infected the entire human race and turned everyone into zombies... Only a small group of animals survived the outbreak. In order to restore peace in the world, Alec, the king of the dogs, sets out on a journey with his animal army to exterminate the zombies. Simple controls. Match 3 of the same animal blocks to call upon your animal friends and defeat the wave of incoming zombies. "
Action|Platformer|2D|,"Mar 30, 2018",E,goonswarm,48,goonswarm,Alteric,tbd,"<span class=""blurb blurb_collapsed"">You are alone. Are you lonely? You're lost. Or stuck? Somewhere...but where? And most importantly, who are you? Only Yesterday You Were A Man.<br/>Today Everything Has Changed. You Died. But your soul is still there. It’s a piece of light energy trapped in the alien space between two worlds.</span>"
