genres,release_date,metascore,developer,publisher,userscore,rating,summary,title
Action Adventure|Fantasy|General|Fantasy|,"Oct  4, 2012",39,Wizarbox,Focus Home Interactive,4.6,T,"This heroic fantasy hack 'n' slash takes you on a continent ravaged by a war that held ten years ago. The four Kingdoms of Men, Elves and Dwarves lay in ruins, preyed on by raiders and looters. In this chaos, a new, unknown threat is looming... trying to discover its true nature, the kingdoms sent detachments to investigate, a dangerous mission from which no one returned. But what about you ? You merely were in the wrong place, at the wrong time...",Realms of Ancient War
Role-Playing|Action RPG|Action RPG|,"Feb 28, 2006",39,PM Studios Inc.,PM Studios Inc.,6.3,T,"Etrom is a project that brings gamers an immersive, dark future world where warring societies are divided not just by walls, but by laws, secrets, religions and the terrifying Void Lands. In a world with fantastic technologies, the people find their future in ancient civilizations governed by mysterious hidden energies. Etrom is an epic adventure that takes you across realms and cities, through democracies and ""nazi"" dictatorships. It is a journey through space-time portals, amongst the Thrones of the Abyss, and beyond the gates of the City of Light. With a huge number of locations, and settings it plunges the player into a world of rituals, fraught with secret-service plots and held together by dark spells. [PM Studios]",Etrom: The Astral Essence
Action|Shooter|Shooter|First-Person|Fantasy|Arcade|,"Feb 29, 2012",38,Med-Art,Nordic Games Publishing,3.7,None,Battle never ceases in the realm known as Hell. This time around it's a battle for the freedom of your very soul. Will you be able to escape from the prison hidden in the darkest deepest chasm of Hell? Do you have enough courage to travel through the most dangerous and twisted areas which are infamous for their unsafety even among demons... ,Painkiller: Recurring Evil
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Jul 12, 2016",38,Activision,Activision,2.1,E10+,"<span class=""blurb blurb_collapsed"">This game IS SO FUN!<br/>People are judgin the game because of the **** movie but they are wrong!!!<br/>The game is actually SUPER FUN, once you get</span>",Ghostbusters
Action|Platformer|3D|,"Mar 26, 2021",38,Square Enix,Square Enix,6.2,E10+,"BALAN WONDERWORLD is an action platformer game themed around the Balan Theatre. Led by the enigmatic maestro named Balan, the stars of the show Emma and Leo will use special abilities from a multitude of characterful costumes as they adventure in the bizarre and imaginary land of Wonderworld. Here memories and vistas from the real world mix with the things that people hold dear. Twelve different tales await our stars in the Wonderworld, each with their own unique quirks. They will explore all corners of these labyrinthine stages, filled with a myriad of tricks and traps, to get to the heart of each story.",Balan Wonderworld
Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,"Mar 11, 2011",38,Saber Interactive,Konami,3.2,T,"Quizás me vayan a colgar por decir esto. pero este videojuego me gusto. la película me gusto. Es un juego corto (recuerden que se vendió en formato Xbox Arcade por ejemplo), pero con gráficos muy buenos, un FPS que bebe de juegos de la época como Call of Duty. Música decente, jugabilidad bastante buena en mi opinión, es una invasión y ya. como un soldado americano la idea es matar a los alienigenas a toda costa. que hay pocas armas? si hay 3. pero con esas nos basta. un subfusil, un rifle de francotirador y una bazooka. para que mas? Recomendado. y de verdad lo digo. uno de los mejores juegos basados en películas de los últimos años.",Battle: Los Angeles
Action|Shooter|Shooter|First-Person|Fantasy|Arcade|,"Oct 27, 2009",38,Homegrown Games,DreamCatcher Interactive,4.1,M,"William ""Wild Bill"" Sherman, an ex CIA Agent and specialist for dangerous missions in the Black Ops Special Unit has a big problem: during his last job, he has managed to not only kill the head of an illegal drug operation and a slew of innocent civilians, but himself in a fatal mistake. Trapped in a hostile place between heaven and hell, his soul flickers between the millions of faceless infidels and good and evil forces start to use Wild Bill for their own needs. But, it turns out that nothing is as it seemed at the beginning - solve the mystery and give the equilibrium between heaven and hell a little flip! [DreamCatcher]",Painkiller: Resurrection
Strategy|Real-Time|Wargame|Real-Time|General|,"Nov  4, 2002",38,Freedom LLC,Strategy First,3.6,T,"A continuous real time strategy game engulfing the player in the dynamic conflicts of the Second World War. The full three-dimensional environment provides unsurpassed detail for terrain, armour penetration, vehichle movement and weapons fire. Immerse yourself in the struggle to hold back enemy offensives, capture vital crossroads, or lead an elite squad to capture key strategic targets. [Strategy First Inc.]",G.I. Combat
Action|Action Adventure|Shooter|Shooter|Survival|First-Person|Sci-Fi|Sci-Fi|Arcade|,"Mar 19, 2013",38,Terminal Reality,Activision,2.6,M,"Terminal Reality’s The Walking Dead video game takes the undead and brings them out of the TV show and into console gaming systems in a new, terrifying way.  The iconic walkers will relentlessly hunt down players like their television counterparts, using a combination of sight, sound and smell.  As Daryl, players will need to tread carefully throughout each new area they explore.  Once discovered, it doesn’t take much to attract an unstoppable horde of undead walkers, so every threat needs to be assessed, and every situation analyzed.  Players will have to choose between whether to stay and fight while risking a gruesome death or using stealth to avoid the undead.  No place is truly safe for Daryl as he makes his way through the Georgia countryside in this new, post-apocalyptic world.",The Walking Dead: Survival Instinct
Strategy|Real-Time|Historic|Historic|Command|,"Oct 15, 2007",38,Enlight Software,Enlight Software,4.0,T,"Seven Kingdoms: Conquest offers strategy fans the choice to play as human or demon in epic battles spanning 6,000 years on Earth. Starting in ancient Egypt in 3000 B.C. and ending in a final battle on a futuristic Earth, players will have to have their fingers on the pulse of their civilization as the two races clash every 1,000 years. [Enlight]",Seven Kingdoms: Conquest
Action|General|General|Shooter|Rail|,"Oct 24, 2000",38,Cyberscape Graphics,InfoBank,tbd,T,None,Deep Raider
Strategy|Turn-Based|Historic|General|Historic|,"Jun 15, 2010",38,Mamba Games,Muzzy Lane Software,8.1,E10+,"I've tried a multitude of Grand Strategy games and this is the best one I've come by. Whether its the amazing attention to detail, the",Making History II: The War of the World
Action|Adventure|General|3D|First-Person|,"Dec  8, 2017",38,Dynamic Pixels,tinyBuild,4.9,E10+,"This is a game with great potential. A game that, if done right, would be a fantastic experience. But, what Dynamic Pixels did to this game is not right. Poor implementation of features is the main cause for this. The art style idea they went with is fine. The A.I system in the game is insanely annoying since, especially in the early Acts because the house is SO small, the neighbor would just catch the player outright. I can't believe tinyBuild was the publisher of this game.",Hello Neighbor
Strategy|Real-Time|Sci-Fi|Sci-Fi|General|,"Nov  7, 2006",38,Left Behind Games,Left Behind Games,3.7,T,"Left Behind: Eternal Forces is a Real Time Strategy game. You, as the player, control your forces from a vantage point high above the action. You do not personally participate in the action; you command your units to perform tasks by giving orders via the game interface. You can order them where to go and what to do whenever you wish. Lead the Tribulation Force from the book series, including Rayford, Chloe, Buck and Bruce against Nicolae Carpathia - the AntiChrist. Conduct physical & spiritual warfare : using the power of prayer to strengthen your troops in combat and wield modern military weaponry throughout the game world. Recover ancient scriptures and witness spectacular Angelic and Demonic activity as a direct consequence of your choices. [Left Behind Games]",Left Behind: Eternal Forces
Strategy|Driving|Racing|Breeding/Constructing|General|,"Jan 21, 2004",38,Invictus,Activision Value,5.8,E,"Twist, mold and modify a standard vehicle into the monster machine of your dreams! With only $3,000 and seven days , you'll be workin' overtime in the Monster Garage to get the job done in time and on budget! Based on the hit Discovery Channel TV series, you will need to plan your monster machine carefully, order parts or create/construct the parts needed and start wrenching away, just like Jesse James and his monster team of experts. Turn a limo into a fire truck or an SUV into a rock crawler. When you have completed your mission - test it against it's real-world equivalent. Do you have the skills to take a run-of-the-mill street ride and turn it into an awesome miracle of modern engineering and ingenuity? [Activision Value]",Monster Garage
