genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Puzzle|General|,50,Studios Illogika,tbd,T,Studios Illogika,Subaeria,"Players follow Styx, a young girl who’s out for revenge after her family is murdered by the overlord of Subaeria. She must fight her way through droves of murderous robots by pitting them against one another. As she progresses towards her goal of revenge, she’ll explore the underwater city of Subaeria to uncover the mysteries that lie below the depths.","May  9, 2018"
Adventure|Visual Novel|,50,Cavyhouse,tbd,E10+,Unties,The Midnight Sanctuary,None,"Oct  4, 2018"
Action|Platformer|2D|,50,Spicy Gyro Games,tbd,None,Ratalaika Games,Clash Force,"The Evil Crackman and his minions are causing mayhem, and only Clash Force is up to the task of stopping his fiendish plans! GuideVoom, Scorpido, or Echid through forest bases, hydrofied deserts, underground mines and eventually to Crackman’s Flying Fortress where the final battle will","Jul  3, 2020"
Strategy|Real-Time|General|,50,Abstraction Games,2.4,T,505 Games,Pixel Piracy,"Presented by the creators of TERRARIA. Lead the life of a pirate captain in this open world rogue like sim. Recruit a crew, outfit them, customize your ship and set sail on the open seas! There you’ll use any combination of aggression, diversion and trade to become the most infamous pirate crew of the seven seas. You can raid, pillage and plunder everything in your path, divert and lie to get what you want, or trade for a quick buck. Adventure awaits... [Playstation.com]","Feb 16, 2016"
Strategy|Real-Time|Defense|,50,Digital Continue,3.5,E10+,THQ Nordic,Lock's Quest,"<span class=""blurb blurb_collapsed"">Just bought the game at Humble Bundle and paid less than US$1. That's my only relief because Lock's Quest is a mess.<br/> <br/>Played 3 stages and in</span>","May 30, 2017"
Sports|Individual|Nature|Fishing|,50,Dovetail Games,tbd,E,Maximum Games,Fishing Sim World,"Probably the best fishing sim out right now. The only other good option is Fishing Planet, but personally I find its controls, UI and","Sep 18, 2018"
Adventure|3D|First-Person|,49,Camel 101,6.2,M,Camel 101,Those Who Remain,"Those Who Remain is a psychological thriller game that takes place in Dormont, a small town in the US. Dormont appears to be a regular and typical American town at first glance, however it is cursed by a demon who shrouded everything in darkness. Most of the town's population has been trapped inside the darkness, with no means of escape.","May 28, 2020"
Action|Beat-'Em-Up|2D|,49,Bandai Namco Games,5.0,E10+,Bandai Namco Games,Mighty Morphin Power Rangers: Mega Battle,"Wow, I didn't knew what to expect from this. Fortunately I can truly can say that I had a ton of fun playing it. It feels like how Turtles in Time Reshelled should've felt. I guess I was lucky enough to have someone else to play because multiplayer takes the most out of this game. Also, I don't get the need for online Co-op, share play works good enough. Far from perfect , but for 15 bucks definetly recomended for a nostalgia trip","Jan 17, 2017"
Action|Shooter|Light Gun|,49,Imaginati,2.1,M,FoxNext VR Studio,Crisis on the Planet of the Apes VR,"You are an ape with advanced intelligence, captured and held prisoner in a heavily guarded scientific facility as mankind desperately searches for a cure to the Simian Flu, which has wiped out most of humanity. You must climb, jump, and arm yourself to fight your way through the chaos of an apocalyptical world to escape with fellow Apes and return home at the crossroads of two species’ destinies.","Apr  3, 2018"
Action|Platformer|2D|,49,Yanim Studio,7.1,E10+,Yanim Studio,Red Goddess: Inner World,The art style in Red Goddess: Inner World is majestic. Beautiful colors make everything around you really stand out giving you some nice eye candy as you play. The gameplay is typical of this genre of game. You are in a 2D world and will face several platforming sections that get more difficult as you progress. I've enjoyed so much!,"Jun 30, 2015"
Action|Shooter|Light Gun|Rail|,49,HeSaw,6.0,M,Focus Home Interactive,Blue Estate,"Blue Estate is a darkly funny rail shooter based on comic books of the same name. Assume the role of Tony Luciano, the homicidal maniac son of LA’s crime boss Don Luciano, and Clarence, a broke ex-navy seal who has been hired to clean up Tony’s mess. While Tony wages war with the Sik gang in an attempt to get back his kidnapped “Helen of Troy,” Clarence has to try to end that war against increasing odds. ","Jun 24, 2014"
Action|Shooter|Shoot-'Em-Up|Horizontal|,49,Pixel Perfex,7.2,E,Headup Games,Earth Atlantis,"Earth Atlantis is very different for typical space shooter games. It's definitely not a perfect but it's fun and interesting. I really love ""metroidvania"" map  and ""boss fight"" concept (dark soul or monster hunter).   I quite understand the hate from some ""Game Critics"", though. If they expect a genre game, they will probably hate the game  because it's different. The graphic style is fantastic but some times very difficult to see monsters on cave's wall and floor.","Jun  1, 2018"
Sports|Team|Rugby|,49,Bigben Interactive,3.5,E,Bigben Interactive,Rugby 20,"Play with the best national teams and biggest leagues in intense single-player and multiplayer matches, local or online: Top 14, Pro D2, Gallagher Premiership and Pro 14. Experience tactical depth that recreates all the intricacies of the modern game. On the pitch, you can tweak your game plan, manage your line-out, initiate set moves, find spaces and give your side the winning edge.","Jan 23, 2020"
Adventure|General|,49,Friend & Foe,5.4,E10+,Friend & Foe,Vane,"I just loved it. Is a exploration for another misterious world .  I loved to fly as a bird. The visuals are awesome. The soundtrack is good. If you complete all the tasks, and there are so so many, the gameplay surpass 15 hours. Its my kind of game , perfect after a long and hard workday.","Jan 15, 2019"
Action|Action Adventure|General|General|Open-World|,49,Beenox,5.1,T,Activision,The Amazing Spider-Man 2,"If you love your friendly neighborhood Spider-Man, you'll love this game! I love the dynamic feel it has. So many surprises as soon as you start to play. Takes a while to get the hang of it, but like anything you'll get the hang(Yes, pun intended) of it. All in all the game is a great adaptation to be the webhead!","Apr 29, 2014"
Role-Playing|Action RPG|,49,Toadman Interactive,6.2,T,Sold Out,Immortal: Unchained,"You are a living weapon. Unwillingly unchained by the Warden, the player's skills are put to the test, given only the instruction that they must stop the end of the world. With a story the player must piece together themselves, the central character sets off with no memory of their past.","Sep  7, 2018"
Racing|Simulation|Automobile|,49,Ubisoft,3.3,None,Ubisoft,The Crew: Calling All Units,"the calling all units dlc was a fairly big letdown, without the dlc you could already play half of the expansion pack free, when I bought it I thought I would get a new car spec to upgrade any car I wanted, but no, you get the choice of under 10 lacklustre cars (all fairly slow) from the main game ,all reskinned with useless police sirens haphazardly shoved on the roof. the police are improved to a noticeable level but when a player joins in with the police it is almost impossible to escape unless the opponent doesn't know what a car is. the game is only really worth getting if you have a group of 4-10 friends. at least the abilities are fun during free roam police chases.","Nov 29, 2016"
Role-Playing|General|,49,Italo Games,tbd,M,Good Shepherd Entertainment,Milanoir,"Milanoir is a pulp crime thriller that distils Tarantino stylings into a 16-bit, twin stick shooter that's devilishly challenging and cool as a polar bear wearing aviators.","May 31, 2018"
Action|Strategy|Turn-Based|Shooter|First-Person|Tactics|Arcade|,49,Focus Home Interactive,3.9,M,Focus Home Interactive,Necromunda: Hired Gun,"The Hunter’s Bounty pack, available with all pre-orders of Necromunda: Hired Gun! Take down marks in style, with a unique knife, stub gun, and outfit skin, as well as a new look for your mastiff’s toy. This product entitles you to download both the digital PS4™ version and the digital PS5™","Jun  1, 2021"
Action|Beat-'Em-Up|2D|,49,Arc System Works,6.2,E10+,Arc System Works,Double Dragon IV,"I read a bunch of reviews from many big gaming publications and it makes me wonder what's wrong with the management of those editorial agencies. They are clearly assigning work the wrong people. If your reviewer only knows about NASCAR you don't make him review a Formula 1 game. Reviewers need basic understanding of what a product is and to what kind of audience is the product designed for. This game was clearly designed for people who wanted a trip to the 80s, The game meets those requirements perfectly. There are no errors in accomplishing that purpose. The game is exactly what fans of the series wanted and therefore it deserves the highest recognition.","Jan 30, 2017"
Racing|Arcade|Other|,49,Artefacts Studio,4.5,E,Microids,Moto Racer 4,"<span class=""blurb blurb_collapsed"">If you were a fan of Moto Racer 1, don’t believe the bad reviews: this game is awesome!<br/> <br/>I’ve read complaints that you have to unlock heaps</span>","Jan 24, 2017"
Modern|Action|Shooter|First-Person|Arcade|,48,Deep Silver Dambuster Studios,4.3,M,Deep Silver,Homefront: The Revolution,"Coming to Xbox One, the all-in-one games and entertainment system from Microsoft, PlayStation 4, PC, Mac and Linux in 2015, Homefront: The Revolution throws players into a near future dystopia. Catastrophic events have brought the United States to its knees and enabled the Korean People's Army forces to impose a brutal military occupation. Trapped in this American nightmare, Philadelphia has become a police state, where surveillance drones and armored patrols keep her once-proud citizens at heel, crushing any dissent with totalitarian force.","May 17, 2016"
